measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-25.0,0.0,0.0
2024-02-01,-29.0,0.0,0.0
2024-03-01,-27.0,0.0,0.0
2024-04-01,-43.0,0.0,0.0
2024-05-01,-25.0,0.0,0.0
2024-06-01,-34.0,0.0,0.0
2024-07-01,-26.0,0.0,0.0
2024-08-01,-35.0,0.0,0.0
2024-09-01,-22.0,0.0,0.0
2024-10-01,-36.0,0.0,0.0
2024-11-01,-20.0,0.0,0.0
2024-12-01,-21.0,0.0,0.0
