measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,-136.0,0.0,0.0
2024-04-01,-180.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,-87.0,0.0,0.0
2024-07-01,-90.0,0.0,0.0
2024-08-01,-126.0,0.0,0.0
2024-09-01,-107.0,0.0,0.0
2024-10-01,-153.0,0.0,0.0
2024-11-01,-39.0,0.0,0.0
2024-12-01,-89.0,0.0,0.0
