measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2010-11-01,2105.9990000000003,26918.0,26918.0,61649.001,787975.0,787975.0
2010-12-01,2281.712,31908.0,31908.0,62108.288,868526.0,868526.0
2011-01-01,2584.309,36354.0,36354.0,68317.691,961027.0,961027.0
2011-02-01,1349.455,17722.0,17722.0,75669.545,993728.0,993728.0
2011-03-01,1538.811,19286.0,19286.0,80839.189,1013162.0,1013162.0
2011-04-01,2203.736,29807.0,29807.0,48904.264,661472.0,661472.0
2011-05-01,1750.402,20676.0,20676.0,77003.598,909560.0,909560.0
2011-06-01,2361.723,27784.0,27784.0,74681.277,878558.0,878558.0
2011-07-01,2566.375,31335.0,31335.0,76732.625,936881.0,936881.0
2011-08-01,3112.127,36685.0,36685.0,73500.873,866410.0,866410.0
2011-09-01,1007.188,12234.0,12234.0,62992.812,765158.0,765158.0
2011-10-01,1665.531,21475.0,21475.0,58706.469,756935.0,756935.0
2011-11-01,3081.169,42499.0,42499.0,47332.831,652875.0,652875.0
2011-12-01,1702.82,24172.0,24172.0,53179.18,754881.0,754881.0
2012-01-01,1535.41,20466.0,20466.0,64969.59,866015.0,866015.0
2012-02-01,2101.827,29491.0,29491.0,52628.173,738432.0,738432.0
2012-03-01,1640.837,22116.0,22116.0,64822.163,873716.0,873716.0
2012-04-01,2248.502,37414.0,37414.0,20716.498,344714.0,344714.0
2012-05-01,3185.087,40926.0,40926.0,54234.913,696875.0,696875.0
2012-06-01,3882.983,50348.0,50348.0,41713.017,540860.0,540860.0
2012-07-01,2105.114,26760.0,26760.0,64472.886,819586.0,819586.0
2012-08-01,3474.049,42888.0,42888.0,58035.951,716472.0,716472.0
2012-09-01,2442.818,34109.0,34109.0,32464.182,453290.0,453290.0
2012-10-01,2612.615,39599.0,39599.0,24870.385,376959.0,376959.0
2012-11-01,4101.76,52519.0,52519.0,55799.24,714457.0,714457.0
2012-12-01,4394.626,54247.0,54247.0,64147.374,791833.0,791833.0
2013-01-01,5940.59,81470.0,81470.0,42117.41,577607.0,577607.0
2013-02-01,6216.196,78958.0,78958.0,45351.804,576057.0,576057.0
2013-03-01,4249.765,51965.0,51965.0,61210.235,748455.0,748455.0
2013-04-01,2140.468,26208.0,26208.0,67411.532,825378.0,825378.0
2013-05-01,3396.54,46268.0,46268.0,36492.46,497106.0,497106.0
2013-06-01,3736.782,44102.0,44102.0,64085.218,756334.0,756334.0
2013-07-01,2589.135,30117.0,30117.0,71216.865,828387.0,828387.0
2013-08-01,3624.512,42813.0,42813.0,44989.488,531413.0,531413.0
2013-09-01,6713.502,78940.0,78940.0,42816.498,503455.0,503455.0
2013-10-01,6706.891,76212.0,76212.0,43630.109,495778.0,495778.0
2013-11-01,4767.631,53176.0,53176.0,64731.369,721983.0,721983.0
2013-12-01,4110.139,44409.0,44409.0,70715.861,764067.0,764067.0
2014-01-01,3607.23,38982.0,38982.0,59386.77,641768.0,641768.0
2014-02-01,2666.095,28391.0,28391.0,48819.905,519870.0,519870.0
2014-03-01,1450.982,15739.0,15739.0,51685.018,560627.0,560627.0
2014-04-01,1395.853,14386.0,14386.0,49384.147,508967.0,508967.0
2014-05-01,2891.953,31103.0,31103.0,29839.047,320917.0,320917.0
2014-06-01,1457.578,15284.0,15284.0,52636.422,551952.0,551952.0
2014-07-01,879.274,9028.0,9028.0,49796.726,511285.0,511285.0
2014-08-01,681.633,7019.0,7019.0,70013.367,720998.0,720998.0
2014-09-01,1541.562,16015.0,16015.0,49845.438,517827.0,517827.0
2014-10-01,742.483,7700.0,7700.0,62265.517,645701.0,645701.0
2014-11-01,1316.209,13635.0,13635.0,65871.791,682393.0,682393.0
2014-12-01,2274.663,25546.0,25546.0,25386.337,285107.0,285107.0
2015-01-01,1846.007,17516.0,17516.0,59337.993,563034.0,563034.0
2015-02-01,1689.269,17864.0,17864.0,51476.731,544353.0,544353.0
2015-03-01,5529.052,59012.0,59012.0,44333.948,473181.0,473181.0
2015-04-01,-593.0,8776.0,8776.0,0.0,0.0,0.0
2015-05-01,-509.0,4174.0,4174.0,0.0,0.0,0.0
2015-06-01,2114.0,34652.0,34652.0,0.0,0.0,0.0
2015-07-01,7069.0,103549.0,103549.0,0.0,0.0,0.0
2015-08-01,3515.0,56568.0,56568.0,0.0,0.0,0.0
2015-09-01,5028.0,68434.0,68434.0,0.0,0.0,0.0
2015-10-01,-15.108,0.0,0.0,-442.892,0.0,0.0
2015-11-01,-566.0,5784.0,5784.0,0.0,0.0,0.0
2015-12-01,-612.0,9541.0,9541.0,0.0,0.0,0.0
2016-01-01,-643.0,12762.0,12762.0,0.0,0.0,0.0
2016-02-01,-590.0,11099.0,11099.0,0.0,0.0,0.0
2016-03-01,-451.0,2534.0,2534.0,0.0,0.0,0.0
2016-04-01,-61.379,0.0,0.0,-327.621,0.0,0.0
2016-05-01,-370.0,4.0,4.0,0.0,0.0,0.0
2016-06-01,-55.225,0.0,0.0,-294.775,0.0,0.0
2016-07-01,653.0,13403.0,13403.0,0.0,0.0,0.0
2016-08-01,5507.0,80882.0,80882.0,0.0,0.0,0.0
2016-09-01,3288.0,51192.0,51192.0,0.0,0.0,0.0
2016-10-01,-59.012,0.0,0.0,-314.988,0.0,0.0
2016-11-01,-346.0,3481.0,3481.0,0.0,0.0,0.0
2016-12-01,-422.0,11763.0,11763.0,0.0,0.0,0.0
2017-01-01,-423.0,13123.0,13123.0,0.0,0.0,0.0
2017-02-01,-346.0,8042.0,8042.0,0.0,0.0,0.0
2017-03-01,-365.0,5676.0,5676.0,0.0,0.0,0.0
2017-04-01,-317.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,-326.0,228.0,228.0,0.0,0.0,0.0
2017-06-01,-307.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,3738.0,48115.0,48115.0,0.0,0.0,0.0
2017-08-01,-336.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,1571.0,27852.0,27852.0,0.0,0.0,0.0
2017-10-01,-336.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,-384.0,7742.0,7742.0,0.0,0.0,0.0
2017-12-01,-403.0,10551.0,10551.0,0.0,0.0,0.0
2018-01-01,-422.0,11384.0,11384.0,0.0,0.0,0.0
2018-02-01,-365.0,9924.0,9924.0,0.0,0.0,0.0
2018-03-01,-403.0,9312.0,9312.0,0.0,0.0,0.0
2018-04-01,-365.0,6150.0,6150.0,0.0,0.0,0.0
2018-05-01,-336.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,-346.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,1141.0,23400.0,23400.0,0.0,0.0,0.0
2018-08-01,553.0,16925.0,16925.0,0.0,0.0,0.0
2018-09-01,-365.0,1238.0,1238.0,0.0,0.0,0.0
2018-10-01,-326.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,-355.0,7931.0,7931.0,0.0,0.0,0.0
2018-12-01,-384.0,9321.0,9321.0,0.0,0.0,0.0
2019-01-01,-394.0,10749.0,10749.0,0.0,0.0,0.0
2019-02-01,-365.0,11470.0,11470.0,0.0,0.0,0.0
2019-03-01,-450.0,11278.0,11278.0,0.0,0.0,0.0
2019-04-01,-317.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,-317.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,-326.0,1158.0,1158.0,0.0,0.0,0.0
2019-07-01,2781.0,47436.0,47436.0,0.0,0.0,0.0
2019-08-01,126.0,9048.0,9048.0,0.0,0.0,0.0
2019-09-01,-346.0,1229.0,1229.0,0.0,0.0,0.0
2019-10-01,459.0,11233.0,11233.0,0.0,0.0,0.0
2019-11-01,-363.0,9005.0,9005.0,0.0,0.0,0.0
2019-12-01,-1334.0,9646.0,9646.0,0.0,0.0,0.0
2020-01-01,-394.0,11513.0,11513.0,0.0,0.0,0.0
2020-02-01,-355.0,12135.0,12135.0,0.0,0.0,0.0
2020-03-01,-336.0,6566.0,6566.0,0.0,0.0,0.0
2020-04-01,-307.0,3166.0,3166.0,0.0,0.0,0.0
2020-05-01,-346.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,-298.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,-317.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,-307.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,-298.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,-317.0,2015.0,2015.0,0.0,0.0,0.0
2020-11-01,-317.0,5862.0,5862.0,0.0,0.0,0.0
2020-12-01,-336.0,10410.0,10410.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
