measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,0.0,0.0,0.0
2024-02-01,-8.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,-2.0,0.0,0.0
2024-05-01,-1.0,0.0,0.0
2024-06-01,-15.0,0.0,0.0
2024-07-01,-1.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,-5.0,0.0,0.0
2024-10-01,-1.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,-1.0,0.0,0.0
