measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,-103.0,0.0,0.0
2024-07-01,-141.0,0.0,0.0
2024-08-01,-148.0,0.0,0.0
2024-09-01,-142.0,0.0,0.0
2024-10-01,-131.0,0.0,0.0
2024-11-01,-188.0,0.0,0.0
2024-12-01,-179.0,0.0,0.0
