measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-96.0,0.0,0.0
2024-02-01,-90.0,0.0,0.0
2024-03-01,-96.0,0.0,0.0
2024-04-01,-92.0,0.0,0.0
2024-05-01,-96.0,0.0,0.0
2024-06-01,-98.0,0.0,0.0
2024-07-01,-94.0,0.0,0.0
2024-08-01,-105.0,0.0,0.0
2024-09-01,-106.0,0.0,0.0
2024-10-01,-100.0,0.0,0.0
2024-11-01,-121.0,0.0,0.0
2024-12-01,-112.0,0.0,0.0
